date,time,A1,A2,A3,A4,A5,A6,B1,B2,B3,B4,B5,B6,C1,C3,C4,C5,C6,D1,D2,D3,D4,D5,D6
06.05.1611:31:09,1983,2.56,13.63,11.05,10.5,12.52,6,6.06,8.69,12.84,8.88,6.9,7.33,5.91,7.69,4.94,9.31,4.35,5.93,9.02,9.46,5.76,7.22,10
06.05.1611:31:24,1998,2.56,13.68,11.07,10.46,12.5,5.98,6,8.68,12.86,8.83,6.96,7.28,5.87,7.81,4.99,9.2,4.33,5.77,9.13,9.54,5.78,7.21,10.04
06.05.1611:31:39,2013,2.58,13.68,11.05,10.48,12.5,5.96,6.01,8.61,12.84,8.85,6.96,7.31,5.88,7.67,4.88,9.27,4.25,5.73,9.05,9.47,5.76,7.13,10
06.05.1611:31:54,2028,2.57,13.67,11.07,10.48,12.52,5.91,6,8.64,12.86,8.8,6.84,7.27,5.84,7.63,4.88,9.31,4.29,5.77,9.05,9.5,5.73,7.12,9.96
06.05.1611:32:09,2043,2.56,13.7,11.07,10.46,12.48,5.91,5.98,8.6,12.84,8.8,6.8,7.28,5.81,7.7,4.93,9.24,4.28,5.68,9.13,9.46,5.74,7.06,10.01
06.05.1611:32:24,2058,2.57,13.68,11.07,10.51,12.48,5.9,5.96,8.6,12.86,8.8,6.85,7.27,5.76,7.67,4.91,9.25,4.18,5.83,9.14,9.49,5.71,7.03,10.03
06.05.1611:32:39,2073,2.6,13.7,11.07,10.48,12.5,5.86,5.96,8.6,12.88,8.77,6.84,7.28,5.71,7.66,4.84,9.27,4.2,5.67,9.08,9.49,5.73,7.12,10.01
06.05.1611:32:54,2088,2.58,13.7,11.07,10.51,12.52,5.84,5.9,8.58,12.84,8.8,6.9,7.3,5.77,7.6,4.76,9.27,4.17,5.71,9.1,9.46,5.68,6.97,9.93
06.05.1611:33:09,2103,2.58,13.74,11.09,10.48,12.5,5.8,5.91,8.6,12.84,8.78,6.84,7.27,5.68,7.66,4.72,9.28,4.1,5.68,8.97,9.39,5.58,7.05,9.95
06.05.1611:33:24,2118,2.57,13.75,11.07,10.48,12.5,5.77,5.86,8.55,12.84,8.75,6.8,7.27,5.64,7.64,4.76,9.27,4.11,5.57,9,9.47,5.61,7.03,9.95
06.05.1611:33:39,2133,2.58,13.77,11.04,10.5,12.48,5.74,5.87,8.54,12.81,8.75,6.85,7.27,5.63,7.54,4.7,9.16,4.09,5.64,8.92,9.42,5.6,6.91,9.88
06.05.1611:33:54,2148,2.58,13.75,11.05,10.5,12.48,5.76,5.84,8.54,12.86,8.74,6.72,7.27,5.66,7.58,4.7,9.27,4.06,5.57,8.92,9.47,5.6,6.96,9.93
06.05.1611:34:09,2163,2.6,13.79,11.07,10.5,12.52,5.73,5.86,8.55,12.86,8.74,6.77,7.28,5.57,7.55,4.68,9.17,4.05,5.6,9.03,9.46,5.58,6.96,9.93
06.05.1611:34:24,2178,2.58,13.79,11.07,10.48,12.5,5.7,5.81,8.51,12.84,8.71,6.81,7.28,5.6,7.52,4.69,9.24,4.02,5.57,8.92,9.44,5.47,6.99,9.96
06.05.1611:34:40,2194,2.58,13.77,11.05,10.46,12.52,5.7,5.77,8.52,12.83,8.69,6.74,7.27,5.58,7.58,4.59,9.2,3.98,5.46,8.94,9.35,5.49,6.87,10
06.05.1611:34:54,2208,2.56,13.83,11.07,10.48,12.48,5.61,5.78,8.49,12.79,8.69,6.68,7.28,5.47,7.49,4.55,9.19,3.95,5.44,8.91,9.42,5.44,6.96,9.92
06.05.1611:35:10,2224,2.58,13.83,11.07,10.46,12.48,5.63,5.74,8.48,12.84,8.69,6.68,7.27,5.51,7.45,4.61,9.28,3.95,5.51,8.97,9.42,5.47,6.96,9.96
06.05.1611:35:25,2239,2.57,13.83,11.07,10.5,12.52,5.58,5.74,8.51,12.84,8.69,6.81,7.28,5.5,7.48,4.55,9.27,3.92,5.42,8.97,9.35,5.49,6.91,9.93
06.05.1611:35:40,2254,2.58,13.84,11.04,10.45,12.48,5.58,5.7,8.48,12.84,8.64,6.66,7.27,5.47,7.51,4.47,9.19,3.88,5.37,8.86,9.38,5.4,6.84,9.93
06.05.1611:35:55,2269,2.57,13.88,11.04,10.48,12.48,5.58,5.68,8.46,12.81,8.66,6.63,7.24,5.4,7.49,4.47,9.19,3.86,5.42,8.85,9.38,5.39,6.94,9.82
06.05.1611:36:10,2284,2.58,13.86,11.04,10.46,12.48,5.53,5.67,8.44,12.81,8.69,6.68,7.27,5.42,7.4,4.43,9.25,3.84,5.39,8.86,9.35,5.37,6.88,9.96
06.05.1611:36:25,2299,2.57,13.88,11.05,10.45,12.5,5.5,5.61,8.43,12.81,8.63,6.71,7.27,5.43,7.43,4.47,9.24,3.76,5.32,8.94,9.33,5.42,6.78,9.92
06.05.1611:36:40,2314,2.57,13.88,11.04,10.43,12.46,5.47,5.58,8.44,12.79,8.66,6.63,7.27,5.36,7.49,4.47,9.2,3.8,5.3,8.81,9.27,5.33,6.75,9.88
06.05.1611:36:55,2329,2.58,13.92,11.07,10.48,12.46,5.49,5.57,8.43,12.84,8.66,6.56,7.28,5.29,7.34,4.43,9.3,3.72,5.33,8.89,9.31,5.27,6.82,9.87
06.05.1611:37:10,2344,2.6,13.9,11.04,10.46,12.45,5.43,5.57,8.41,12.83,8.61,6.62,7.24,5.26,7.31,4.37,9.2,3.78,5.27,8.8,9.27,5.39,6.69,9.84
06.05.1611:37:25,2359,2.6,13.86,11.05,10.45,12.43,5.43,5.54,8.41,12.84,8.64,6.5,7.27,5.3,7.39,4.4,9.31,3.74,5.2,8.81,9.36,5.33,6.77,9.93
06.05.1611:37:40,2374,2.56,13.93,11.02,10.45,12.45,5.39,5.53,8.38,12.83,8.61,6.56,7.25,5.29,7.43,4.41,9.22,3.7,5.09,8.83,9.36,5.23,6.71,9.88
06.05.1611:37:55,2389,2.56,13.9,11.04,10.4,12.43,5.34,5.47,8.37,12.83,8.57,6.52,7.24,5.19,7.4,4.36,9.22,3.63,5.16,8.78,9.28,5.27,6.71,9.82
06.05.1611:38:10,2404,2.6,13.92,11.02,10.43,12.43,5.36,5.46,8.37,12.83,8.61,6.56,7.22,5.16,7.34,4.35,9.2,3.68,5.08,8.89,9.35,5.22,6.68,9.85
06.05.1611:38:25,2419,2.58,13.88,11.04,10.4,12.45,5.3,5.44,8.32,12.81,8.61,6.53,7.21,5.16,7.24,4.28,9.22,3.6,5.15,8.85,9.35,5.13,6.68,9.9
06.05.1611:38:40,2434,2.58,13.93,11.04,10.38,12.46,5.27,5.44,8.32,12.83,8.6,6.43,7.22,5.13,7.27,4.26,9.22,3.55,5.11,8.81,9.28,5.25,6.66,9.87
06.05.1611:38:55,2449,2.57,13.9,11,10.42,12.45,5.27,5.42,8.28,12.81,8.58,6.47,7.19,5.18,7.27,4.18,9.17,3.53,5.05,8.86,9.25,5.19,6.65,9.9
06.05.1611:39:10,2464,2.57,13.93,11.02,10.4,12.43,5.23,5.37,8.28,12.83,8.55,6.47,7.21,5.09,7.31,4.26,9.16,3.59,4.98,8.78,9.24,5.15,6.61,9.84
06.05.1611:39:25,2479,2.56,13.93,11,10.4,12.45,5.22,5.34,8.26,12.79,8.55,6.37,7.21,5.11,7.19,4.2,9.27,3.52,4.98,8.77,9.19,5.12,6.65,9.76
06.05.1611:39:40,2494,2.58,13.97,11.02,10.42,12.41,5.2,5.37,8.26,12.79,8.52,6.36,7.21,4.99,7.28,4.17,9.2,3.49,4.94,8.78,9.19,5.16,6.56,9.76
06.05.1611:39:55,2509,2.57,13.97,10.99,10.38,12.41,5.19,5.33,8.22,12.77,8.51,6.36,7.19,4.98,7.19,4.14,9.28,3.44,4.91,8.81,9.3,5.13,6.63,9.79
06.05.1611:40:10,2524,2.57,13.99,11,10.42,12.43,5.16,5.33,8.2,12.77,8.52,6.42,7.19,4.98,7.25,4.13,9.2,3.4,4.84,8.89,9.24,5.08,6.46,9.8
06.05.1611:40:25,2539,2.57,13.99,11.04,10.42,12.43,5.16,5.3,8.2,12.81,8.51,6.3,7.18,4.98,7.28,4.14,9.2,3.44,4.81,8.77,9.19,4.99,6.42,9.85
06.05.1611:40:40,2554,2.57,13.95,11.02,10.37,12.43,5.12,5.27,8.17,12.77,8.48,6.33,7.15,4.94,7.18,4.1,9.24,3.37,4.81,8.74,9.2,5.06,6.52,9.76
06.05.1611:40:55,2569,2.57,13.97,11,10.4,12.45,5.11,5.23,8.17,12.79,8.49,6.3,7.15,4.93,7.18,4.14,9.27,3.43,4.73,8.8,9.27,4.99,6.46,9.8
06.05.1611:41:10,2584,2.57,14.02,11,10.4,12.41,5.09,5.2,8.15,12.81,8.46,6.34,7.15,4.86,7.12,4.11,9.24,3.37,4.81,8.75,9.14,4.94,6.43,9.74
06.05.1611:41:25,2599,2.56,14,11.02,10.38,12.41,5.08,5.22,8.14,12.77,8.46,6.3,7.15,4.9,7.16,4.09,9.22,3.36,4.76,8.66,9.22,4.9,6.47,9.71
06.05.1611:41:40,2614,2.57,14.04,11.04,10.42,12.41,5.08,5.2,8.12,12.81,8.49,6.26,7.18,4.87,7.18,4.11,9.2,3.31,4.73,8.71,9.14,4.98,6.45,9.71
06.05.1611:41:55,2629,2.56,14.02,11,10.4,12.43,5.01,5.16,8.12,12.76,8.44,6.16,7.18,4.79,7.07,4.03,9.3,3.31,4.66,8.68,9.19,4.93,6.49,9.74
06.05.1611:42:10,2644,2.58,14.06,10.99,10.42,12.41,5.01,5.13,8.12,12.77,8.46,6.24,7.13,4.77,7.15,3.99,9.24,3.36,4.76,8.66,9.11,4.88,6.45,9.71
06.05.1611:42:25,2659,2.57,14,11,10.35,12.41,4.97,5.12,8.12,12.79,8.43,6.26,7.12,4.8,7.16,3.98,9.25,3.27,4.66,8.66,9.17,4.9,6.46,9.74
06.05.1611:42:40,2674,2.57,14.08,11,10.38,12.4,4.97,5.12,8.09,12.79,8.44,6.17,7.16,4.72,7.03,3.99,9.24,3.29,4.68,8.68,9.1,4.88,6.3,9.77
06.05.1611:42:55,2689,2.57,14.08,11,10.38,12.41,4.95,5.09,8.08,12.79,8.44,6.13,7.15,4.77,7.1,3.9,9.28,3.28,4.63,8.6,9.14,4.9,6.33,9.74
06.05.1611:43:10,2704,2.58,14.08,11.04,10.42,12.41,4.91,5.06,8.09,12.77,8.41,6.17,7.13,4.7,7.09,3.92,9.2,3.28,4.57,8.69,9.11,4.86,6.31,9.71
06.05.1611:43:25,2719,2.56,14.04,11,10.4,12.4,4.88,5.05,8.09,12.77,8.38,6.21,7.13,4.72,7.07,3.95,9.24,3.21,4.57,8.66,9.13,4.8,6.31,9.65
06.05.1611:43:40,2734,2.58,14.09,11.02,10.38,12.41,4.9,5.01,8.09,12.81,8.4,6.11,7.13,4.63,7.1,3.86,9.28,3.25,4.62,8.68,9.08,4.87,6.27,9.69
06.05.1611:43:55,2749,2.57,14.11,11.02,10.37,12.4,4.87,5.01,8.06,12.77,8.4,6.16,7.13,4.65,6.99,3.84,9.27,3.24,4.51,8.69,9.16,4.79,6.33,9.69
06.05.1611:44:10,2764,2.58,14.11,11.02,10.38,12.38,4.87,4.97,8.03,12.79,8.41,6.06,7.13,4.65,7.05,3.92,9.27,3.19,4.52,8.66,9.11,4.76,6.31,9.71
06.05.1611:44:25,2779,2.57,14.09,11,10.4,12.38,4.86,4.98,8.02,12.76,8.38,6.07,7.12,4.61,7.06,3.87,9.19,3.14,4.43,8.63,9.13,4.77,6.2,9.68
06.05.1611:44:40,2794,2.6,14.15,11.04,10.4,12.43,4.8,4.98,8.05,12.81,8.38,6.16,7.12,4.62,7.02,3.82,9.3,3.19,4.5,8.61,9.05,4.76,6.31,9.66
06.05.1611:44:55,2809,2.57,14.13,11.02,10.4,12.4,4.79,4.94,8.02,12.76,8.37,6.11,7.12,4.52,6.99,3.72,9.27,3.21,4.52,8.6,9.1,4.73,6.27,9.71
06.05.1611:45:10,2824,2.6,14.11,11.04,10.4,12.41,4.76,4.94,8.02,12.79,8.4,6.11,7.12,4.54,6.93,3.79,9.17,3.19,4.5,8.58,9.14,4.74,6.19,9.63
06.05.1611:45:25,2839,2.58,14.18,11.02,10.4,12.38,4.73,4.9,8,12.77,8.37,6.03,7.1,4.5,6.99,3.68,9.2,3.1,4.46,8.58,9.13,4.74,6.21,9.61
06.05.1611:45:40,2854,2.6,14.18,11.04,10.42,12.4,4.72,4.9,8,12.79,8.34,6.08,7.09,4.51,6.84,3.68,9.22,3.16,4.46,8.52,9.03,4.7,6.16,9.57
06.05.1611:45:55,2869,2.57,14.17,10.99,10.35,12.38,4.69,4.87,7.99,12.77,8.32,5.97,7.07,4.4,6.97,3.7,9.16,3.08,4.44,8.6,9.1,4.69,6.19,9.68
06.05.1611:46:10,2884,2.58,14.18,11.04,10.37,12.4,4.66,4.83,8,12.77,8.31,5.94,7.09,4.46,6.87,3.68,9.2,3.08,4.36,8.55,9.08,4.61,6.16,9.58
06.05.1611:46:25,2899,2.57,14.18,11.04,10.37,12.4,4.63,4.83,7.97,12.77,8.29,5.96,7.07,4.44,6.88,3.74,9.24,3.08,4.37,8.52,9.05,4.54,6.08,9.66
06.05.1611:46:40,2914,2.58,14.2,11.04,10.4,12.4,4.61,4.83,7.97,12.79,8.32,6.01,7.09,4.44,6.88,3.72,9.28,3.06,4.37,8.54,9.02,4.62,6.07,9.66
06.05.1611:46:55,2929,2.58,14.2,11.04,10.35,12.33,4.55,4.79,7.94,12.76,8.28,5.96,7.06,4.33,6.87,3.63,9.22,3.12,4.39,8.48,9.03,4.59,6.11,9.55
06.05.1611:47:10,2944,2.58,14.24,11.04,10.4,12.41,4.54,4.74,7.93,12.76,8.29,5.87,7.07,4.39,6.88,3.71,9.22,3.15,4.3,8.43,9.06,4.58,6.06,9.65
06.05.1611:47:25,2959,2.6,14.22,11.02,10.38,12.38,4.52,4.73,7.93,12.79,8.29,5.87,7.06,4.37,6.8,3.68,9.17,3.07,4.24,8.51,9.06,4.57,6.06,9.65
06.05.1611:47:40,2974,2.6,14.26,11.04,10.38,12.34,4.51,4.73,7.93,12.74,8.31,5.83,7.05,4.29,6.87,3.65,9.17,3.04,4.33,8.48,9.06,4.57,6.01,9.66
06.05.1611:47:55,2989,2.58,14.22,11.02,10.38,12.33,4.47,4.72,7.91,12.77,8.28,5.94,7.05,4.25,6.8,3.6,9.24,3.03,4.3,8.41,9.03,4.44,6.07,9.52
06.05.1611:48:10,3004,2.57,14.22,11.02,10.35,12.34,4.44,4.69,7.88,12.76,8.25,5.88,7,4.28,6.78,3.59,9.16,3,4.21,8.35,9.03,4.51,6.01,9.61
06.05.1611:48:25,3019,2.57,14.22,10.99,10.3,12.34,4.39,4.66,7.9,12.76,8.28,5.86,7.03,4.22,6.8,3.55,9.17,3,4.22,8.41,8.94,4.5,6.01,9.5
06.05.1611:48:41,3035,2.58,14.26,10.99,10.32,12.33,4.4,4.63,7.85,12.76,8.26,5.83,7.02,4.2,6.78,3.55,9.2,3.02,4.17,8.35,8.95,4.41,6,9.52
06.05.1611:48:56,3050,2.58,14.24,10.99,10.3,12.29,4.37,4.62,7.85,12.77,8.25,5.8,7.03,4.2,6.69,3.59,9.2,2.99,4.22,8.38,8.97,4.43,6.03,9.55
06.05.1611:49:11,3065,2.58,14.26,11.02,10.33,12.33,4.37,4.61,7.84,12.74,8.23,5.77,7.03,4.15,6.71,3.65,9.19,2.95,4.2,8.48,8.94,4.4,6,9.55
06.05.1611:49:26,3080,2.6,14.26,10.99,10.33,12.33,4.33,4.59,7.82,12.76,8.2,5.84,7.02,4.11,6.72,3.61,9.17,2.94,4.21,8.48,9,4.44,5.96,9.58
06.05.1611:49:41,3095,2.57,14.26,10.99,10.32,12.33,4.33,4.57,7.81,12.74,8.17,5.81,7.02,4.17,6.69,3.67,9.16,2.99,4.1,8.46,8.99,4.44,5.97,9.49
06.05.1611:49:56,3110,2.6,14.29,10.99,10.32,12.36,4.3,4.55,7.79,12.79,8.2,5.71,7.02,4.1,6.77,3.65,9.19,2.99,4.1,8.46,8.95,4.41,5.96,9.55
06.05.1611:50:11,3125,2.57,14.27,10.95,10.3,12.33,4.26,4.51,7.78,12.76,8.17,5.68,7.02,4.05,6.69,3.61,9.13,2.98,4.05,8.44,8.92,4.32,5.94,9.55
06.05.1611:50:26,3140,2.6,14.26,10.95,10.3,12.31,4.22,4.51,7.78,12.76,8.14,5.77,7,4.14,6.62,3.6,9.16,2.98,4.07,8.44,8.95,4.39,5.83,9.55
06.05.1611:50:41,3155,2.57,14.27,10.99,10.29,12.33,4.21,4.46,7.75,12.72,8.14,5.74,6.99,4.02,6.74,3.64,9.11,2.91,4.06,8.32,8.94,4.33,5.88,9.49
06.05.1611:50:56,3170,2.57,14.29,10.95,10.3,12.28,4.22,4.44,7.75,12.74,8.11,5.63,6.97,4.01,6.68,3.65,9.13,2.99,4.03,8.4,8.85,4.26,5.83,9.52
06.05.1611:51:11,3185,2.58,14.31,10.97,10.32,12.33,4.24,4.43,7.75,12.76,8.17,5.7,7.02,4.06,6.72,3.56,9.14,2.94,3.99,8.34,8.89,4.21,5.87,9.46
06.05.1611:51:26,3200,2.58,14.29,10.97,10.29,12.33,4.21,4.41,7.73,12.76,8.15,5.68,6.99,3.95,6.63,3.57,9.13,2.96,3.92,8.37,9,4.2,5.81,9.54
06.05.1611:51:41,3215,2.57,14.31,10.99,10.32,12.33,4.2,4.39,7.73,12.77,8.14,5.7,7,3.95,6.62,3.59,9.14,2.94,3.91,8.28,8.85,4.18,5.86,9.46
06.05.1611:51:56,3230,2.57,14.31,11,10.32,12.33,4.15,4.36,7.72,12.76,8.14,5.64,6.99,3.95,6.59,3.52,9.11,2.92,3.94,8.32,8.91,4.21,5.81,9.5
06.05.1611:52:11,3245,2.58,14.29,10.99,10.33,12.29,4.15,4.32,7.7,12.76,8.15,5.6,7,3.9,6.58,3.52,9.17,2.99,3.9,8.34,8.89,4.2,5.78,9.5
06.05.1611:52:26,3260,2.57,14.35,10.99,10.27,12.31,4.11,4.3,7.67,12.72,8.12,5.56,6.94,3.83,6.58,3.45,9.2,2.96,3.83,8.35,8.83,4.2,5.74,9.35
06.05.1611:52:41,3275,2.57,14.31,10.97,10.27,12.28,4.1,4.28,7.67,12.72,8.14,5.56,6.97,3.84,6.56,3.53,9.2,2.92,3.76,8.31,8.89,4.2,5.73,9.42
06.05.1611:52:56,3290,2.58,14.35,10.99,10.32,12.31,4.09,4.29,7.66,12.74,8.17,5.57,6.96,3.87,6.5,3.47,9.11,2.87,3.88,8.26,8.89,4.2,5.76,9.46
06.05.1611:53:11,3305,2.57,14.33,10.97,10.3,12.31,4.06,4.24,7.64,12.72,8.15,5.5,6.99,3.76,6.46,3.51,9.14,2.87,3.75,8.34,8.8,4.13,5.74,9.36
06.05.1611:53:26,3320,2.58,14.35,10.97,10.3,12.26,4.03,4.21,7.64,12.72,8.17,5.53,6.93,3.71,6.46,3.49,9.06,2.91,3.83,8.31,8.91,4.17,5.6,9.44
06.05.1611:53:41,3335,2.57,14.36,10.95,10.29,12.29,4.01,4.18,7.64,12.72,8.15,5.5,6.97,3.71,6.46,3.52,9.1,2.88,3.76,8.37,8.81,4.07,5.61,9.39
06.05.1611:53:56,3350,2.56,14.33,10.95,10.27,12.29,3.99,4.14,7.63,12.69,8.12,5.5,6.97,3.67,6.55,3.48,9.1,2.86,3.79,8.32,8.91,4.03,5.67,9.44
06.05.1611:54:11,3365,2.58,14.36,11,10.3,12.29,3.96,4.14,7.63,12.76,8.12,5.49,6.99,3.67,6.53,3.51,9.11,2.96,3.76,8.29,8.86,4.06,5.66,9.36
06.05.1611:54:26,3380,2.57,14.35,10.99,10.27,12.28,3.95,4.11,7.6,12.74,8.11,5.39,6.96,3.71,6.56,3.49,9.05,2.87,3.7,8.34,8.85,4.06,5.61,9.42
06.05.1611:54:41,3395,2.58,14.38,10.99,10.32,12.33,3.95,4.11,7.6,12.76,8.14,5.44,6.99,3.72,6.5,3.51,9.06,2.91,3.71,8.28,8.8,4.02,5.63,9.36
06.05.1611:54:56,3410,2.58,14.38,11,10.3,12.31,3.95,4.1,7.61,12.72,8.11,5.4,6.99,3.64,6.47,3.49,9.08,2.88,3.72,8.35,8.86,4.01,5.6,9.35
06.05.1611:55:11,3425,2.56,14.36,10.94,10.29,12.28,3.9,4.07,7.55,12.71,8.09,5.39,6.96,3.7,6.52,3.45,9.05,2.83,3.72,8.23,8.83,3.98,5.61,9.35
06.05.1611:55:26,3440,2.58,14.4,11,10.29,12.28,3.87,4.06,7.55,12.72,8.08,5.42,6.97,3.64,6.45,3.49,9.03,2.91,3.65,8.23,8.75,3.98,5.57,9.38
06.05.1611:55:41,3455,2.58,14.44,10.99,10.32,12.28,3.87,4.06,7.52,12.74,8.09,5.37,6.96,3.6,6.45,3.51,9.13,2.91,3.57,8.31,8.8,4.01,5.6,9.42
06.05.1611:55:56,3470,2.6,14.44,11,10.3,12.29,3.88,4.03,7.54,12.72,8.08,5.36,6.94,3.6,6.45,3.45,9.05,2.79,3.67,8.28,8.83,4.03,5.5,9.41
06.05.1611:56:11,3485,2.57,14.45,11.02,10.3,12.28,3.82,4.02,7.52,12.72,8.05,5.32,6.94,3.6,6.46,3.47,9.06,2.83,3.64,8.26,8.75,3.9,5.53,9.38
06.05.1611:56:26,3500,2.58,14.4,10.97,10.29,12.26,3.82,3.99,7.49,12.69,8.05,5.34,6.93,3.63,6.42,3.45,9.05,2.87,3.56,8.22,8.74,3.91,5.49,9.41
06.05.1611:56:41,3515,2.6,14.44,10.99,10.29,12.29,3.79,3.95,7.51,12.72,8.06,5.27,6.9,3.6,6.4,3.44,9.14,2.79,3.6,8.23,8.71,3.98,5.47,9.31
06.05.1611:56:56,3530,2.58,14.44,10.97,10.3,12.31,3.78,3.92,7.48,12.72,8.05,5.26,6.9,3.57,6.36,3.44,9.1,2.86,3.51,8.22,8.85,3.92,5.5,9.36
06.05.1611:57:11,3545,2.58,14.4,10.97,10.29,12.26,3.76,3.95,7.48,12.69,8.05,5.25,6.9,3.61,6.36,3.44,9.02,2.83,3.49,8.14,8.78,3.83,5.49,9.25
06.05.1611:57:26,3560,2.6,14.49,10.99,10.29,12.24,3.72,3.92,7.46,12.72,8.02,5.22,6.93,3.52,6.33,3.35,9.08,2.85,3.51,8.2,8.78,3.84,5.46,9.3
06.05.1611:57:41,3575,2.58,14.45,10.95,10.27,12.28,3.68,3.9,7.46,12.67,8.02,5.3,6.88,3.49,6.37,3.41,9.03,2.85,3.55,8.14,8.75,3.94,5.39,9.31
06.05.1611:57:56,3590,2.6,14.47,10.99,10.29,12.29,3.7,3.92,7.43,12.71,8,5.22,6.91,3.51,6.36,3.44,9.08,2.83,3.53,8.09,8.77,3.91,5.47,9.35
06.05.1611:58:11,3605,2.58,14.45,10.97,10.25,12.26,3.67,3.91,7.45,12.71,8,5.2,6.9,3.51,6.27,3.41,9.11,2.86,3.56,8.15,8.74,3.86,5.4,9.27
